iter,params,score,pred_mu,pred_std
0,"{'models__learning_rate': 0.1302171277662968, 'models__depth': np.int64(6), 'models__iterations': np.int64(72), 'models__l2_leaf_reg': np.int64(5), 'models__random_strength': 6.262085287362281, 'models__subsample': 0.4803180122964128}",1.273347116153996,,
1,"{'models__learning_rate': 0.06021712776629678, 'models__depth': np.int64(9), 'models__iterations': np.int64(197), 'models__l2_leaf_reg': np.int64(10), 'models__random_strength': 1.2670852873622818, 'models__subsample': 0.7803180122964128}",1.3674265108720096,1.367426510735267,1.0000000413701846e-05
2,"{'models__learning_rate': 0.09521712776629676, 'models__depth': np.int64(7), 'models__iterations': np.int64(259), 'models__l2_leaf_reg': np.int64(7), 'models__random_strength': 3.7645852873622814, 'models__subsample': 0.6303180122964127}",1.2827286852270674,1.2827286850987945,1.0000000413701846e-05
3,"{'models__learning_rate': 0.025217127766296775, 'models__depth': np.int64(4), 'models__iterations': np.int64(134), 'models__l2_leaf_reg': np.int64(3), 'models__random_strength': 8.759585287362281, 'models__subsample': 0.9303180122964128}",1.411184839926691,1.4111848397855724,1.0000000413701846e-05
4,"{'models__learning_rate': 0.04271712776629678, 'models__depth': np.int64(8), 'models__iterations': np.int64(228), 'models__l2_leaf_reg': np.int64(6), 'models__random_strength': 5.013335287362281, 'models__subsample': 0.4053180122964128}",1.319474145900344,1.3194741457683967,1.0000000413701846e-05
5,"{'models__learning_rate': 0.11271712776629676, 'models__depth': np.int64(5), 'models__iterations': np.int64(103), 'models__l2_leaf_reg': np.int64(2), 'models__random_strength': 0.01833528736228168, 'models__subsample': 0.7053180122964128}",1.296262674859749,1.296262674730123,1.0000000413701846e-05
6,"{'models__learning_rate': 0.07771712776629677, 'models__depth': np.int64(6), 'models__iterations': np.int64(166), 'models__l2_leaf_reg': np.int64(9), 'models__random_strength': 7.510835287362282, 'models__subsample': 0.8553180122964128}",1.2483760706617293,1.2483760705368918,1.0000000413701846e-05
7,"{'models__learning_rate': 0.14771712776629678, 'models__depth': np.int64(10), 'models__iterations': np.int64(291), 'models__l2_leaf_reg': np.int64(4), 'models__random_strength': 2.5158352873622816, 'models__subsample': 0.5553180122964128}",1.4498462812164625,1.449846281071478,1.0000000413701846e-05
8,"{'models__learning_rate': 0.016467127766296778, 'models__depth': np.int64(8), 'models__iterations': np.int64(150), 'models__l2_leaf_reg': np.int64(2), 'models__random_strength': 1.8914602873622817, 'models__subsample': 0.5928180122964127}",1.4631605337846423,1.4631605336383264,1.0000000413701846e-05
9,"{'models__learning_rate': 0.08646712776629677, 'models__depth': np.int64(4), 'models__iterations': np.int64(275), 'models__l2_leaf_reg': np.int64(7), 'models__random_strength': 6.886460287362282, 'models__subsample': 0.8928180122964128}",1.2609306874538577,1.2609306873277648,1.0000000413701846e-05
